IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
15.168.136.228,8880,0,false,ORD,North America,Chicago,77,0.00
15.168.144.138,8443,0,false,ORD,North America,Chicago,77,0.00
15.168.144.138,2095,0,false,ORD,North America,Chicago,77,0.00
43.203.225.125,8880,0,false,ORD,North America,Chicago,77,0.00
43.203.126.59,2095,0,false,ORD,North America,Chicago,77,0.00
15.168.136.228,8080,0,false,ORD,North America,Chicago,77,0.00
13.125.152.55,8080,0,false,ORD,North America,Chicago,77,0.00
43.203.123.93,2083,0,false,ORD,North America,Chicago,77,0.00
35.78.109.235,2086,0,false,ORD,North America,Chicago,77,0.00
15.168.11.213,443,0,false,ORD,North America,Chicago,77,0.00
15.168.174.176,2083,0,false,ORD,North America,Chicago,77,0.00
15.168.11.38,8880,0,false,ORD,North America,Chicago,77,0.00
13.125.174.99,2096,0,false,ORD,North America,Chicago,77,0.00
13.208.172.79,8080,0,false,ORD,North America,Chicago,77,0.00
3.35.139.115,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,2087,0,false,ORD,North America,Chicago,78,0.00
43.203.197.126,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.181.102,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.186.198,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2083,0,false,ORD,North America,Chicago,78,0.00
43.201.45.97,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2082,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,2087,0,false,ORD,North America,Chicago,78,0.00
3.35.139.115,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.242.146,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,443,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,8443,0,false,ORD,North America,Chicago,78,0.00
13.208.43.137,2083,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,2095,0,false,ORD,North America,Chicago,78,0.00
43.203.126.59,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.181.102,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.75.156,2083,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.186.195,2083,0,false,ORD,North America,Chicago,78,0.00
65.0.87.60,2052,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,2052,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,8880,0,false,ORD,North America,Chicago,78,0.00
43.201.251.185,2087,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.88.54,80,0,false,ORD,North America,Chicago,78,0.00
43.203.123.93,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.241.218,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.176.3,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,2087,0,false,ORD,North America,Chicago,78,0.00
13.125.174.99,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,2087,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,443,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2052,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.242.146,2096,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,2052,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.181.102,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.186.195,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,80,0,false,ORD,North America,Chicago,78,0.00
13.208.42.191,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2095,0,false,ORD,North America,Chicago,78,0.00
13.125.174.99,8443,0,false,ORD,North America,Chicago,78,0.00
13.208.242.146,2082,0,false,ORD,North America,Chicago,78,0.00
43.201.251.185,443,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,8443,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,8880,0,false,ORD,North America,Chicago,78,0.00
3.39.235.191,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.214.14,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2087,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,8880,0,false,ORD,North America,Chicago,78,0.00
18.181.79.165,80,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,2082,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,2086,0,false,ORD,North America,Chicago,78,0.00
43.201.45.97,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.252.255,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.166.172,2082,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.75.156,443,0,false,ORD,North America,Chicago,78,0.00
43.203.123.93,8080,0,false,ORD,North America,Chicago,78,0.00
43.206.119.9,2096,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.190.32,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2082,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.214.14,8080,0,false,ORD,North America,Chicago,78,0.00
3.39.238.139,443,0,false,ORD,North America,Chicago,78,0.00
13.208.242.146,443,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,443,0,false,ORD,North America,Chicago,78,0.00
35.78.75.115,2082,0,false,ORD,North America,Chicago,78,0.00
43.203.213.139,2087,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,80,0,false,ORD,North America,Chicago,78,0.00
13.208.88.54,2095,0,false,ORD,North America,Chicago,78,0.00
13.125.164.208,2096,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.144.138,80,0,false,ORD,North America,Chicago,78,0.00
13.125.152.55,2052,0,false,ORD,North America,Chicago,78,0.00
35.78.172.35,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.186.198,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.186.198,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.189.245,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2083,0,false,ORD,North America,Chicago,78,0.00
3.38.149.64,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.190.32,2086,0,false,ORD,North America,Chicago,78,0.00
13.230.104.6,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,2083,0,false,ORD,North America,Chicago,78,0.00
13.125.174.99,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.174.176,2096,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.11.213,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.10.171,2083,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2086,0,false,ORD,North America,Chicago,78,0.00
13.232.74.143,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.186.195,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.190.32,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.181.102,2095,0,false,ORD,North America,Chicago,78,0.00
43.201.45.97,443,0,false,ORD,North America,Chicago,78,0.00
13.208.166.172,80,0,false,ORD,North America,Chicago,78,0.00
13.208.43.137,8443,0,false,ORD,North America,Chicago,79,0.00
13.208.172.79,2096,0,false,ORD,North America,Chicago,79,0.00
35.78.75.115,2086,0,false,ORD,North America,Chicago,79,0.00
15.168.57.13,80,0,false,ORD,North America,Chicago,79,0.00
43.202.59.187,80,0,false,ORD,North America,Chicago,79,0.00
43.203.225.125,443,0,false,ORD,North America,Chicago,79,0.00
13.208.186.198,2053,0,false,ORD,North America,Chicago,79,0.00
13.208.44.81,2095,0,false,ORD,North America,Chicago,79,0.00
15.168.10.171,443,0,false,ORD,North America,Chicago,79,0.00
43.202.59.187,8443,0,false,ORD,North America,Chicago,79,0.00
15.168.11.213,8443,0,false,ORD,North America,Chicago,79,0.00
13.208.242.146,8880,0,false,ORD,North America,Chicago,79,0.00
15.168.174.176,2052,0,false,ORD,North America,Chicago,79,0.00
13.208.44.81,443,0,false,ORD,North America,Chicago,79,0.00
43.203.225.125,8443,0,false,ORD,North America,Chicago,79,0.00
13.208.190.32,2083,0,false,ORD,North America,Chicago,79,0.00
15.168.136.228,80,0,false,ORD,North America,Chicago,79,0.00
15.168.11.213,8080,0,false,ORD,North America,Chicago,79,0.00
15.168.10.171,8080,0,false,ORD,North America,Chicago,79,0.00
35.78.172.35,80,0,false,ORD,North America,Chicago,79,0.00
35.78.75.115,2087,0,false,ORD,North America,Chicago,79,0.00
43.203.197.126,8080,0,false,ORD,North America,Chicago,79,0.00
15.168.144.138,2083,0,false,ORD,North America,Chicago,79,0.00
13.125.195.4,8880,0,false,ORD,North America,Chicago,79,0.00
43.203.123.93,2052,0,false,ORD,North America,Chicago,79,0.00
13.231.192.37,2086,0,false,ORD,North America,Chicago,79,0.00
43.203.213.139,2052,0,false,ORD,North America,Chicago,79,0.00
35.77.219.41,8443,0,false,ORD,North America,Chicago,79,0.00
35.78.172.35,2083,0,false,ORD,North America,Chicago,79,0.00
13.208.181.102,2087,0,false,ORD,North America,Chicago,79,0.00
3.38.149.64,2052,0,false,ORD,North America,Chicago,79,0.00
35.77.219.41,2086,0,false,ORD,North America,Chicago,79,0.00
43.203.141.102,2087,0,false,ORD,North America,Chicago,79,0.00
13.208.186.198,2052,0,false,ORD,North America,Chicago,79,0.00
13.124.14.112,2087,0,false,ORD,North America,Chicago,79,0.00
13.235.67.135,2052,0,false,ORD,North America,Chicago,79,0.00
35.78.75.115,2053,0,false,ORD,North America,Chicago,79,0.00
35.77.219.41,2052,0,false,ORD,North America,Chicago,79,0.00
13.208.166.172,2052,0,false,ORD,North America,Chicago,80,0.00
35.78.172.35,2095,0,false,ORD,North America,Chicago,80,0.00
35.78.125.92,2083,0,false,ORD,North America,Chicago,80,0.00
35.78.125.92,8443,0,false,ORD,North America,Chicago,80,0.00
18.181.79.165,2053,0,false,ORD,North America,Chicago,80,0.00
35.77.219.41,2082,0,false,ORD,North America,Chicago,80,0.00
43.203.123.93,2087,0,false,ORD,North America,Chicago,80,0.00
13.231.171.135,2083,0,false,ORD,North America,Chicago,80,0.00
43.201.52.25,8880,0,false,ORD,North America,Chicago,80,0.00
43.201.52.25,443,0,false,ORD,North America,Chicago,80,0.00
15.168.11.38,8080,0,false,ORD,North America,Chicago,80,0.00
13.208.186.198,2087,0,false,ORD,North America,Chicago,80,0.00
43.201.45.97,2096,0,false,ORD,North America,Chicago,80,0.00
18.181.84.244,2095,0,false,ORD,North America,Chicago,80,0.00
13.231.252.70,2052,0,false,ORD,North America,Chicago,80,0.00
13.208.181.102,443,0,false,ORD,North America,Chicago,80,0.00
43.203.225.125,8080,0,false,ORD,North America,Chicago,80,0.00
13.125.152.55,80,0,false,ORD,North America,Chicago,80,0.00
35.78.172.35,8880,0,false,ORD,North America,Chicago,80,0.00
43.203.123.93,2086,0,false,ORD,North America,Chicago,80,0.00
65.0.87.60,2082,0,false,ORD,North America,Chicago,81,0.00
35.78.172.35,2082,0,false,ORD,North America,Chicago,81,0.00
15.168.11.38,80,0,false,ORD,North America,Chicago,81,0.00
35.78.109.235,2052,0,false,ORD,North America,Chicago,81,0.00
3.39.238.139,2083,0,false,ORD,North America,Chicago,81,0.00
13.208.166.172,2053,0,false,ORD,North America,Chicago,81,0.00
35.78.125.92,2087,0,false,ORD,North America,Chicago,81,0.00
13.231.119.18,8080,0,false,ORD,North America,Chicago,81,0.00
35.78.109.235,2082,0,false,ORD,North America,Chicago,81,0.00
35.77.219.41,2087,0,false,ORD,North America,Chicago,81,0.00
15.168.38.180,80,0,false,ORD,North America,Chicago,81,0.00
35.78.109.235,80,0,false,ORD,North America,Chicago,81,0.00
35.78.125.92,2053,0,false,ORD,North America,Chicago,82,0.00
43.203.213.139,2096,0,false,ORD,North America,Chicago,82,0.00
35.78.172.35,8443,0,false,ORD,North America,Chicago,82,0.00
35.78.75.115,2083,0,false,ORD,North America,Chicago,82,0.00
43.202.59.187,2096,0,false,ORD,North America,Chicago,82,0.00
35.78.125.92,2096,0,false,ORD,North America,Chicago,82,0.00
15.168.38.180,2053,0,false,ORD,North America,Chicago,82,0.00
43.202.59.187,8880,0,false,ORD,North America,Chicago,82,0.00
43.201.45.97,2053,0,false,ORD,North America,Chicago,82,0.00
35.78.75.115,8880,0,false,ORD,North America,Chicago,82,0.00
35.78.172.35,443,0,false,ORD,North America,Chicago,83,0.00
43.202.65.154,2053,0,false,ORD,North America,Chicago,83,0.00
35.78.125.92,80,0,false,ORD,North America,Chicago,83,0.00
43.203.213.139,2083,0,false,ORD,North America,Chicago,83,0.00
35.78.125.92,8880,0,false,ORD,North America,Chicago,83,0.00
13.208.44.81,80,0,false,ORD,North America,Chicago,83,0.00
35.77.219.41,2096,0,false,ORD,North America,Chicago,83,0.00
13.208.88.54,2082,0,false,ORD,North America,Chicago,83,0.00
35.77.219.41,443,0,false,ORD,North America,Chicago,83,0.00
3.39.235.191,443,0,false,ORD,North America,Chicago,83,0.00
35.78.125.92,2086,0,false,ORD,North America,Chicago,83,0.00
13.208.172.79,8443,0,false,ORD,North America,Chicago,84,0.00
35.78.109.235,8443,0,false,ORD,North America,Chicago,84,0.00
35.78.172.35,2052,0,false,ORD,North America,Chicago,84,0.00
35.78.75.115,8443,0,false,ORD,North America,Chicago,84,0.00
15.168.38.180,2086,0,false,ORD,North America,Chicago,84,0.00
13.208.42.191,2096,0,false,ORD,North America,Chicago,84,0.00
13.235.67.135,2086,0,false,ORD,North America,Chicago,84,0.00
35.77.219.41,2083,0,false,ORD,North America,Chicago,84,0.00
35.78.109.235,2053,0,false,ORD,North America,Chicago,84,0.00
13.208.166.172,2095,0,false,ORD,North America,Chicago,84,0.00
35.78.125.92,2082,0,false,ORD,North America,Chicago,84,0.00
13.208.42.191,2082,0,false,ORD,North America,Chicago,85,0.00
35.78.109.235,2096,0,false,ORD,North America,Chicago,85,0.00
13.208.88.54,8443,0,false,ORD,North America,Chicago,85,0.00
35.78.75.115,8080,0,false,ORD,North America,Chicago,85,0.00
13.208.172.79,2083,0,false,ORD,North America,Chicago,85,0.00
15.168.174.176,443,0,false,ORD,North America,Chicago,86,0.00
13.231.192.37,8443,0,false,ORD,North America,Chicago,88,0.00
13.124.14.112,8443,0,false,ORD,North America,Chicago,89,0.00
13.231.192.37,2082,0,false,ORD,North America,Chicago,89,0.00
13.208.189.245,2087,0,false,ORD,North America,Chicago,89,0.00
13.208.176.3,8443,0,false,ORD,North America,Chicago,93,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.206.68.192,80,0,false,ORD,North America,Chicago,93,0.00
13.55.9.8,2096,0,false,ORD,North America,Chicago,93,0.00
13.55.127.120,8080,0,false,ORD,North America,Chicago,93,0.00
13.55.127.120,2096,0,false,ORD,North America,Chicago,93,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.239.47.64,8443,0,false,ORD,North America,Chicago,93,0.00
13.239.176.50,8080,0,false,ORD,North America,Chicago,93,0.00
13.55.9.8,2083,0,false,ORD,North America,Chicago,93,0.00
13.239.116.45,443,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,2082,0,false,ORD,North America,Chicago,94,0.00
15.168.10.171,2082,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,8080,0,false,ORD,North America,Chicago,94,0.00
13.239.47.64,2087,0,false,ORD,North America,Chicago,94,0.00
13.236.5.108,2086,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,2053,0,false,ORD,North America,Chicago,94,0.00
13.55.2.146,8880,0,false,ORD,North America,Chicago,94,0.00
13.239.176.50,443,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,8080,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,2052,0,false,ORD,North America,Chicago,94,0.00
13.239.47.64,2096,0,false,ORD,North America,Chicago,94,0.00
13.55.20.222,80,0,false,SYD,Oceania,Sydney,94,0.00
13.239.176.50,2052,0,false,ORD,North America,Chicago,94,0.00
54.252.145.200,2095,0,false,ORD,North America,Chicago,94,0.00
13.239.116.254,2086,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,8880,0,false,ORD,North America,Chicago,94,0.00
54.252.145.200,2053,0,false,ORD,North America,Chicago,94,0.00
13.239.176.50,8880,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,443,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,8443,0,false,ORD,North America,Chicago,94,0.00
13.236.209.249,2095,0,false,ORD,North America,Chicago,94,0.00
13.211.177.67,80,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,8880,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,2053,0,false,ORD,North America,Chicago,94,0.00
13.236.209.249,80,0,false,ORD,North America,Chicago,94,0.00
13.55.2.146,8443,0,false,ORD,North America,Chicago,94,0.00
3.25.188.30,8443,0,false,ORD,North America,Chicago,94,0.00
54.252.145.200,2082,0,false,ORD,North America,Chicago,94,0.00
13.211.111.21,2087,0,false,ORD,North America,Chicago,94,0.00
54.206.68.192,8880,0,false,ORD,North America,Chicago,94,0.00
13.239.116.254,8880,0,false,ORD,North America,Chicago,94,0.00
3.27.18.33,2082,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,2087,0,false,ORD,North America,Chicago,94,0.00
13.236.5.108,443,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,2096,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,8443,0,false,ORD,North America,Chicago,94,0.00
13.211.177.67,2096,0,false,ORD,North America,Chicago,94,0.00
13.236.209.249,2053,0,false,ORD,North America,Chicago,94,0.00
13.239.47.64,2083,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,2086,0,false,ORD,North America,Chicago,94,0.00
13.239.176.50,2087,0,false,ORD,North America,Chicago,94,0.00
13.211.0.227,2087,0,false,SYD,Oceania,Sydney,94,0.00
54.252.145.200,2083,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,2095,0,false,ORD,North America,Chicago,94,0.00
3.106.187.189,2083,0,false,ORD,North America,Chicago,94,0.00
13.236.5.108,2082,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,2086,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,2083,0,false,ORD,North America,Chicago,94,0.00
13.239.116.45,8443,0,false,ORD,North America,Chicago,94,0.00
13.239.116.45,8880,0,false,ORD,North America,Chicago,94,0.00
13.239.116.254,8080,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,443,0,false,ORD,North America,Chicago,94,0.00
13.211.111.21,8880,0,false,ORD,North America,Chicago,94,0.00
3.27.45.26,443,0,false,ORD,North America,Chicago,94,0.00
13.55.2.146,2052,0,false,ORD,North America,Chicago,94,0.00
3.27.73.25,2083,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,80,0,false,ORD,North America,Chicago,94,0.00
13.211.0.227,2083,80,false,SYD,Oceania,Sydney,94,0.00
3.25.188.30,2052,0,false,ORD,North America,Chicago,94,0.00
3.106.120.220,2053,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,2095,0,false,ORD,North America,Chicago,94,0.00
13.239.47.64,2052,0,false,ORD,North America,Chicago,94,0.00
13.239.116.45,2052,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,2095,0,false,ORD,North America,Chicago,94,0.00
13.211.177.67,8080,0,false,ORD,North America,Chicago,94,0.00
3.27.73.25,80,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,2087,0,false,ORD,North America,Chicago,94,0.00
3.27.18.33,80,0,false,ORD,North America,Chicago,94,0.00
13.236.209.249,2087,0,false,ORD,North America,Chicago,94,0.00
3.26.114.59,2087,0,false,ORD,North America,Chicago,94,0.00
13.236.5.108,2083,0,false,ORD,North America,Chicago,94,0.00
13.55.127.120,80,0,false,ORD,North America,Chicago,94,0.00
3.25.232.135,8880,0,false,ORD,North America,Chicago,94,0.00
13.55.9.8,2053,0,false,ORD,North America,Chicago,94,0.00
3.106.243.67,8080,0,false,ORD,North America,Chicago,94,0.00
3.25.188.30,443,0,false,ORD,North America,Chicago,94,0.00
13.239.116.45,2082,0,false,ORD,North America,Chicago,94,0.00
13.211.111.21,8443,0,false,ORD,North America,Chicago,94,0.00
3.107.13.238,2086,0,false,ORD,North America,Chicago,94,0.00
13.239.116.254,80,0,false,ORD,North America,Chicago,94,0.00
54.206.68.192,2053,0,false,ORD,North America,Chicago,94,0.00
13.55.137.243,2083,0,false,ORD,North America,Chicago,94,0.00
54.252.145.200,2086,0,false,ORD,North America,Chicago,94,0.00
3.106.187.254,2096,0,false,ORD,North America,Chicago,94,0.00
13.239.176.50,2082,0,false,ORD,North America,Chicago,94,0.00
3.25.232.135,2086,0,false,ORD,North America,Chicago,94,0.00
3.27.45.26,2086,0,false,ORD,North America,Chicago,94,0.00
3.106.137.249,80,0,false,ORD,North America,Chicago,94,0.00
3.107.13.238,2087,0,false,ORD,North America,Chicago,94,0.00
3.106.243.67,2053,0,false,ORD,North America,Chicago,94,0.00
13.236.5.108,2087,0,false,ORD,North America,Chicago,94,0.00
3.106.187.254,2052,0,false,ORD,North America,Chicago,94,0.00
3.27.45.26,2083,0,false,ORD,North America,Chicago,94,0.00
3.106.243.67,2096,0,false,ORD,North America,Chicago,94,0.00
3.25.232.135,8080,0,false,ORD,North America,Chicago,94,0.00
3.106.137.249,8880,0,false,ORD,North America,Chicago,94,0.00
3.106.187.254,2053,0,false,ORD,North America,Chicago,94,0.00
3.106.243.67,2083,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,2082,0,false,ORD,North America,Chicago,95,0.00
3.26.114.59,8443,0,false,ORD,North America,Chicago,95,0.00
3.106.243.67,8880,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,2053,0,false,ORD,North America,Chicago,95,0.00
3.106.243.67,2086,0,false,ORD,North America,Chicago,95,0.00
13.236.5.108,8880,0,false,ORD,North America,Chicago,95,0.00
3.106.187.189,80,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,8443,0,false,ORD,North America,Chicago,95,0.00
54.206.68.192,8443,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,8880,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,8880,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,80,0,false,ORD,North America,Chicago,95,0.00
13.239.116.254,2053,0,false,ORD,North America,Chicago,95,0.00
54.206.68.192,443,0,false,ORD,North America,Chicago,95,0.00
13.236.5.108,2095,0,false,ORD,North America,Chicago,95,0.00
3.106.137.249,2082,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,2095,0,false,ORD,North America,Chicago,95,0.00
3.106.187.254,8880,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,2052,0,false,ORD,North America,Chicago,95,0.00
54.206.68.192,2082,0,false,ORD,North America,Chicago,95,0.00
3.106.187.189,443,0,false,ORD,North America,Chicago,95,0.00
3.106.243.67,2052,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,443,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,8443,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,2087,0,false,ORD,North America,Chicago,95,0.00
54.206.68.192,2086,0,false,ORD,North America,Chicago,95,0.00
3.106.187.254,2083,0,false,ORD,North America,Chicago,95,0.00
3.106.137.249,2086,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,443,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,8443,0,false,ORD,North America,Chicago,95,0.00
3.106.187.254,2087,0,false,ORD,North America,Chicago,95,0.00
54.206.68.192,2095,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,80,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,8880,0,false,ORD,North America,Chicago,95,0.00
3.25.188.30,2082,0,false,ORD,North America,Chicago,95,0.00
3.107.13.238,2083,0,false,ORD,North America,Chicago,95,0.00
3.106.187.254,80,0,false,ORD,North America,Chicago,95,0.00
3.106.137.249,2053,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,8080,0,false,ORD,North America,Chicago,95,0.00
3.106.243.67,2082,0,false,ORD,North America,Chicago,95,0.00
3.26.43.232,2096,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,2082,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,2096,0,false,ORD,North America,Chicago,95,0.00
3.106.187.254,2086,0,false,ORD,North America,Chicago,95,0.00
13.236.5.108,80,0,false,ORD,North America,Chicago,95,0.00
3.26.43.232,2082,0,false,ORD,North America,Chicago,95,0.00
3.106.187.189,2052,0,false,ORD,North America,Chicago,95,0.00
3.106.243.67,2095,0,false,ORD,North America,Chicago,95,0.00
13.55.127.120,2052,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,443,0,false,ORD,North America,Chicago,95,0.00
3.106.120.220,2052,0,false,ORD,North America,Chicago,95,0.00
54.206.68.192,2083,0,false,ORD,North America,Chicago,95,0.00
3.27.73.25,8080,0,false,ORD,North America,Chicago,95,0.00
3.106.187.189,2087,0,false,ORD,North America,Chicago,95,0.00
54.252.145.200,80,0,false,ORD,North America,Chicago,95,0.00
3.106.187.254,443,0,false,ORD,North America,Chicago,96,0.00
3.25.232.135,2087,0,false,ORD,North America,Chicago,96,0.00
3.25.188.30,8880,0,false,ORD,North America,Chicago,96,0.00
3.25.188.30,2083,0,false,ORD,North America,Chicago,96,0.00
3.106.137.249,2052,0,false,ORD,North America,Chicago,96,0.00
3.27.45.26,8880,0,false,ORD,North America,Chicago,96,0.00
3.26.43.232,8080,0,false,ORD,North America,Chicago,96,0.00
3.106.187.189,8880,0,false,ORD,North America,Chicago,96,0.00
3.106.187.189,8080,0,false,ORD,North America,Chicago,96,0.00
3.106.243.67,443,0,false,ORD,North America,Chicago,96,0.00
3.106.187.254,2082,0,false,ORD,North America,Chicago,96,0.00
3.27.45.26,2052,0,false,ORD,North America,Chicago,96,0.00
